full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
"Lee Soyoung tuh bener bener ya krusial banget buat defensenya jkj. Udah keren, cool, pembawaannya kalem, mainnya bagus semua aspek. Bener bener kesayangan sejuta umat 🙏 Please kmu jgn cidera lagi, mau liat kmu pake baju timnas olimpiade nanti 🫂",lee soyoung krusial banget defensenya jkj keren-keren cool pembawaannya kalem mainnya bagus aspek kesayangan sejuta umat please cidera lihat pakai baju timnas olimpiade,Negatif,0.008618901,0.5240106,0.46737054
Nonton AFC eASIAN Cup seru banget!! Timnas mainnya jago banget anjg🤩,menonton afc easian cup seru banget timnas mainnya jago banget anjg,Positif,0.010265006,0.14474069,0.84499425
@idextratime bayangin timnas beneran mainnya kyk efootball :(,bayangkan timnas benaran mainnya kayak efootball,Negatif,0.046543185,0.9237783,0.029678559
Pengen juga rewards pemain yang lagi perform di liga sekarang seperti @AbramWenas . Kayanya boleh sekali-sekali dikasih kesempatan si TimNas. Biar semakin semangat juga dia mainnya 💪🏽,pengin rewards pemain perform liga kayanya sekalisekali dikasih kesempatan timnas semangat mainnya,Netral,0.7121914,0.20914586,0.07866271
"Gue nonton @Lakers main, udah kayak @unmagnetism nonton timnas main. Kalo pas ditinggal, mainnya bagus, pas lagi ditonton, jelek banget",gue menonton main kayak menonton timnas main pas ditinggal mainnya bagus pas ditonton jelek banget,Negatif,0.003207274,0.65844965,0.338343
@idextratime @bliblidotcom Orang Indonesia sudah terbiasa lihattimnas tersingkir jadi gk bgtu sakit apa lagi timnas jg mainnya cukup baik lha klo jepang kan harapannya juara mana tersingkir gara2 gol di menit akhir lagi apa gak nyesek tuh,orang-orang indonesia terbiasa lihattimnas tersingkir sakit apa-apa timnas mainnya jepang harapannya juara tersingkir gara-gara gol menit apa-apa menyesak,Negatif,0.053615544,0.88693106,0.059453405
"@PorosHalangID penyebab ga keliatan sistem mainnya ya grgr pemainnya yg ga mempuni, sama aja kaya timnas STY gabisa mainin sistemnya klo pemainnya kyk lokal2an aja harus dikombinasi sm pemain naturalisasi",penyebab sistem mainnya gara-gara pemainnya mempuni kayak timnas sty enggak bisa mainin sistemnya pemainnya kayak lokalan dikombinasi pemain naturalisasi,Negatif,0.045214463,0.9280627,0.026722848
@gilabola_ina Nggaklah. Kl mau ET bisa aja datengin sekelas Jose Mourinho (utk bikin Timnas jd tim yg mainnya pragmatis ala dia).  Sebaiknya jgn ganti² pelatih.,ina nggaklah et datengin sekelas jose mourinho timnas tim mainnya pragmatis ala ganti pelatih,Netral,0.80729544,0.17043333,0.022271227
@PorosHalangID Persis dg gaya tiMnas di piala Asia kmrn mainnya👍😁,persis gaya timnas piala asia kemarin mainnya,Netral,0.6805336,0.25652963,0.062936746
"@utdfocusid @basid_hm @bliblidotcom Adaptasi nya di timnas juga ya? 🤭 kalo cuma di klub sih Oke ya, ini nyampe timnas juga kek gitu mainnya. Adaptasi yg mana nih? 🤭",hm adaptasi timnas klub oke timnas kayak mainnya adaptasi,Negatif,0.063424274,0.77164274,0.16493298
"Pandit Senior Bilang Pemain Timnas Indonesia Ini Mainnya Gila, Shin Tae-yong Disebut Beruntung https://t.co/axXxRTgzmz",pandit senior bilang-bilang pemain timnas indonesia mainnya gila shin taeyong beruntung,Negatif,0.101122774,0.86647636,0.032400835
timnas timnas apa yg mainnya dari malem sampe pagi?? timnas korea lah bjir 🤩👊🏻,timnas timnas apa-apa mainnya malam pagi timnas korea bjir,Netral,0.6876331,0.2751567,0.03721017
"Bukan Marselino Ferdinan, Pandit Senior Ini Berani Sebut Pemain Terbaik Timnas Indonesia: Mainnya Gila!  Bung Binder berani sebut sosok ini sebagai pemain terbaik bagi Timnas #Timnas #MarselinoFerdinan #tvOnenews  Selengkapnya  https://t.co/v4obAdvgoJ https://t.co/v4obAdvgoJ",marselino ferdinan pandit senior berani pemain terbaik timnas indonesia mainnya gila binder berani sosok pemain terbaik timnas selengkapnya,Negatif,0.06997338,0.7977944,0.13223223
"@idextratime @bliblidotcom Beneran pertahanan kuat + direct football bngt Australia mainnya, dpt bola langsung ke depan ga banyang oper2an dibelakang. Pantes timnas kita kemarin bisa ngimbangin penguasaan tapi kebobolan 4, korea aja sampe ga bisa shooting",benaran pertahanan kuat direct football banget australia mainnya bola langsung banyang operan dibelakang timnas kemarin ngimbangin penguasaan kebobolan korea shooting,Positif,0.015592334,0.38548753,0.5989201
"@iyehgitu @gilabola_ina “Berapa kali ganti pelatih dan gagal?” “Progressnya ada peningkatan.” “Ngajarin cara passing.”  Squad kemarin di piala asia dan sebelumnya di kualifikasi PD, itu banyak pemain keturunan. BANYAK. DAN GA ADA PELATIH TIMNAS LAIN YANG PUNYA PRIVILEGE ITU.  Tapi nyatanya mainnya sama.",ina kali ganti pelatih gagal progressnya peningkatan mengajari passing squad kemarin piala asia kualifikasi pemain keturunan pelatih timnas privilege mainnya,Netral,0.700644,0.25715414,0.042201877
@idextratime @bliblidotcom Better timnas Indonesia gaksih mainnya? Bete banget nontonnya match ini,better timnas indonesia gaksih mainnya bete banget nontonnya match,Positif,0.0072812657,0.37818286,0.61453587
@ardisatriawan ini mainnya pake pemain timnas masing-masing pakk 😭,mainnya pakai pemain timnas masingmasing pakk,Negatif,0.14944772,0.6151747,0.23537754
"@x0ox346051 @medioclubID Ohh anti keturunan to ternyata ?? Timnas Indonesia kalau cuma diisi pemain Liga 1 ya dbantai, contoh di asian games, liga 1 jelek banget level mainnya, jadi kalau Sty dikasih target tinggi ya sudah bener ambil pemain keturunan",oh anti keturunan timnas indonesia diisi pemain liga dbantai contoh asian games liga jelek banget level mainnya sty dikasih target ambil pemain keturunan,Negatif,0.010360372,0.96833915,0.021300422
"Bukan Marselino Ferdinan, Pandit Senior Ini Berani Sebut Pemain Terbaik Timnas Indonesia: Mainnya Gila! https://t.co/ihDJckaNCr",marselino ferdinan pandit senior berani pemain terbaik timnas indonesia mainnya gila,Negatif,0.24592634,0.5786056,0.17546812
@Pine1243 @garem_oren @id_lgk Lagian mesir kagak ketolong juga yang main dieropa aja berapa🤣sama indo juga bagusan timnas mainnya,oren lgk mesir kagak ketolong main dieropa berapasama indonesia bagusan timnas mainnya,Negatif,0.25094873,0.69391006,0.055141214
"Juhyeong kudu bagus terus sih mainnya, dia calon OF'er tetap di timnas sih gw bilang, udah ga ada beban wamil juga~ all he has to do is play great baseball ✨",juhyeong kudu bagus mainnya calon ofer timnas gue bilang-bilang beban wamil all he has is play great baseball,Negatif,0.015168017,0.9120182,0.07281378
"Seumur-umur nonton TIMNAS, baru di piala ASIA ini terkesan sama pola mainnya. Coba deh flashback ke longball firman utina dl wkkwkwkw bahkan dari kiper aja lgsg longball2 terus 🙃",seumurumur menonton timnas piala asia terkesan pola mainnya coba deh flashback longball firman utina wkkwkwkw kiper langsung longball,Positif,0.0015586802,0.043050893,0.95539045
"Ini timnas kita kapalnya baru jalan, dari dermaga pertama (tujuan jangka pendek)"", mau emang tenggelem lagi karena ganti pelatih di tengah jalan, maksudnya kalo emang performanya udah maksimal banget tapi ga ada prestasi baru ganti, timnas udah enak mainnya emang bukan prestasi?""",timnas kapalnya jalan dermaga tujuan jangka pendek tenggelem ganti pelatih jalan maksudnya performanya maksimal banget prestasi ganti timnas enak mainnya prestasi,Negatif,0.021313924,0.57587445,0.40281168
"@_mizuhashi @kornelius_ch @SiaranBolaLive Nah itu brrti abang pahamkan knp su twit “Mainnya bagus sih, tp tetep aja kalah.”? Artinya tnp bhas isu internal, kl mau naikin level buat sejajar dng tim elit asia, timnas hrs terbiasa mnng dl, shg rutin ikt event gede. Krn sprti yg abang blg “blm tentu menang walau main bagus”",mizuhashi ch abang pahamkan su twit mainnya bagus kalah bahas isu internal naikin level sejajar tim elit asia timnas terbiasa mnng shg rutin ikt event gede abang menang main bagus,Positif,0.016430503,0.24210244,0.74146706
"@f_wijayaa @AMFTervaf @TMidn_news @TimnasIndonesia Keknya dia dulu mainnya cuma friendly match, jadi masih aman secara asalkan dia mainnya maks 3x di negara pertama dan itu cuma di match non-competitive + mainnya ketika dia masih di umur under-21, dia masih bisa bela timnas lain asalkan eligible",wijayaa news kayaknya mainnya friendly match aman mainnya maks negara match noncompetitive mainnya umur under bela timnas eligible,Negatif,0.33209434,0.59810925,0.06979645
"@AMFTervaf @TMidn_news @TimnasIndonesia Keknya dia dulu mainnya cuma friendly match, jadi masih aman secara asalkan dia mainnya maks 3x di negara pertama dan itu cuma di match non-competitive + mainnya ketika dia masih di umur under-21, dia masih bisa bela timnas lain asalkan eligible",news kayaknya mainnya friendly match aman mainnya maks negara match noncompetitive mainnya umur under bela timnas eligible,Negatif,0.33033854,0.59971935,0.06994207
"@ArifNasfi05 @feryokta19 @makanbolaID Ane yakin suatu saat IS ttp bakal kena cancel suporter timnas,karena liat mainnya sty ciamik begitu liat timnas u20 mending nonton netflix..🤣🤣",ane is kena cancel suporter timnaskarena lihat mainnya sty ciamik lihat timnas mending menonton netflix,Negatif,0.34830794,0.52201724,0.12967479
"@liliwasta @bapakpecundang @TMidn_news @TimnasIndonesia Ad milion manhoef cocok am main timnas yg mainnya counter attack tapi nih orng bilang Mo Nyoba tembus Belanda senior kalo ngk dpt bakal beralih ke indo, case nya mirip hilgres umur 26 klo gk tembus Belanda bakal mikir indo",news milion manhoef cocok main timnas mainnya counter attack orang bilang-bilang mencoba tembus belanda senior beralih indonesia case hilgres umur tembus belanda mikir indonesia,Negatif,0.035431493,0.4902299,0.47433865
"@rentfess Sender, terlambat gak? Aku tau beliau. Shayne Pattynama, sosok wingback kiri timnas yang mainnya garang, suka dibilang premannya timnas barengan sama Hubner. Yang pada akhirnya melewati proses naturalisasi demi nepatin janjinya kepada Alm. ayahnya buat bermain untuk Indonesia.  —",sender terlambat beliau shayne pattynama sosok wingback kiri timnas mainnya garang suka dibilang premannya timnas barengan hubner melewati proses naturalisasi nepatin janjinya almarhum ayahnya bermain indonesia,Positif,0.07683019,0.17950559,0.74366426
@idextratime Bisa2nya timnas Indonesia nggak lolos padahal Australia mainnya biasa aja wkwk,bisanya timnas indonesia lolos australia mainnya wkwk,Negatif,0.13821383,0.76666623,0.09511997
"Dimana-mana tugas pelatih timnas ya cari pemain yg sesuai kriteria dan tentunya sesuai dgn rencana mainnya, bukan kriteria ketum federasinya. Kalo emg STY lebih suka dgn striker tipe yg bisa nahan bola dan jadi pemantul atau bagus akselerasinya, ya Struick emg udah paling bagus.",dimanamana tugas pelatih timnas cari pemain sesuai kriteria sesuai rencana mainnya kriteria ketum federasinya sty suka striker tipe menahan bola pemantul bagus akselerasinya struick bagus,Positif,0.003009807,0.1522988,0.84469146
"@Indostransfer Habis Luis milla ganti Simon McMenemy, Timnas jadi njomplang banget mainnya https://t.co/6eaRDz3UfJ",habis luis milla ganti simon mcmenemy timnas njomplang banget mainnya,Negatif,0.030173339,0.5244641,0.44536257
"@nasi_uduk89 @ariffuadi79 @wobowobow @Box2boxID @Box2BoxBola @TimnasIndonesia udah gausah bawa” timnas 2023, intinya kan korea sama indonesia jaman segitu mainnya gitu” doang, kalo kalah tipis ya BIASA AJA",uduk enggak usah bawa-bawa timnas intinya korea indonesia jaman segitu mainnya doang kalah tipis,Negatif,0.22521627,0.58741754,0.18736619
@Indostransfer Ini yg pada nyaranin ke klub Asean lu jangan pd aneh2 dah kocak   Orang kita narik orangdi Eropa buat main di timnas tu ya biar di timnas ada pemain yg bisa bawa kultur kerjanya dr Eropa  Kalo disuruh ke Asean sm aja bohong  Noh Amat ke JDT jd kocak mainnya,menyarankan klub asean lu jangan-jangan aneh deh kocak orang-orang menarik orangdi eropa main timnas timnas pemain bawa-bawa kultur kerjanya eropa disuruh asean bohong noh jdt kocak mainnya,Negatif,0.0015669931,0.98830587,0.010127102
"@nasi_uduk89 @ariffuadi79 @wobowobow @Box2boxID @Box2BoxBola @TimnasIndonesia nih mungkin lu lupa mainnya kedua timnas tahun 2007 tuh cuma modal longball, crossing, skill individu, sama nyari kesalahan lawan doang, barangkali lupa mainnya kurang lebih kaya ini   https://t.co/sc8TtHypoz",uduk lu lupa mainnya timnas tahun-tahun modal longball crossing skill individu mencari kesalahan lawan doang barangkali lupa mainnya kayak,Negatif,0.016264737,0.97201985,0.011715453
"Ada 2 faktor timnas mainnya enak, 1 karena STY, 2 Kualitas siaran dari operator tv di stadion yang bikin enak dilihat, ga kebayang kalo operator lokal yg nyiarin, cmiiw ✌️",faktor timnas mainnya enak sty kualitas siaran operator tv stadion enak terbayang operator lokal nyiarin cmiiw,Positif,0.041543692,0.43964845,0.5188078
"Di babak 16 besar cuma timnas doang yg gak cetak gol dan kalah telak, tp mayoritas bilang mainnya bagus, terbagus selama nonton timnas katanya.",babak besar-besar timnas doang cetak gol kalah telak mayoritas bilang-bilang mainnya bagus terbagus menonton timnas,Negatif,0.034512866,0.7884936,0.1769936
@wijaya_strong @Indostransfer timnas babak 1 mainnya seperti rank 80 bahkan kadang 70  timnas babak 2 mainnya seperti rank 120 dan kadang bahkan balik ke setelan liga 1,strong timnas babak mainnya rank kadang timnas babak mainnya rank kadang setelan liga,Netral,0.61879176,0.32240897,0.058799285
"Gw sgt senang liat permainan timnas indonesia lawan australia kemarin, seru. Berani menekan lawan. Ga kyk dlu baru menit 60 udh kehabisan tenaga.  Klo gw jd ketum PSSI udh lgsg gw kasih kontrak jangka panjang. Ga perlu target juara, itu mah bonus, yg penting mainnya bener aja dlu",gue senang lihat permainan timnas indonesia lawan australia kemarin seru berani menekan lawan kayak menit kehabisan tenaga gue ketum pssi langsung gue kasih kontrak jangka target juara mah bonus mainnya,Positif,0.07247861,0.3072777,0.6202437
@theaseanball PSSI masukin timnas skrg jalur host aja y? Utg timnas cowo senior mainnya kmrn bener dan bs lolos jalur kualifikasi.. liga cewe ga ada apalagi yg junior bisa2nya ada timnasnya..,pssi memasukkan timnas jalur host utg timnas cowok senior mainnya kemarin lolos jalur kualifikasi liga cewek junior bisanya timnasnya,Negatif,0.41621572,0.56735504,0.01642924
"@kegblgnunfaedh Klu STY out saya tidak akan nonton timnas lagi, pasti bakal kembali ke jaman purba lagi mainnya wkakakka",sty out menonton timnas jaman purba mainnya wkakakka,Netral,0.8173097,0.12211768,0.060572665
@makanbolaID Jika STY out apakah masih ada yg mau nonton timnas lagi dengan modelan seperti dulu ke jaman purba mainnya wkakaka,sty out menonton timnas modelan jaman purba mainnya wkakaka,Netral,0.8227828,0.116250105,0.0609671
"@kevinbahasbola Betul, penyelesaian akhir menjadi pr bagi timnas. Walaupun secara garis besar timnas ini mainnya udh cantik bangett kaya tim tim epl wkkww keren",penyelesaian pr timnas garis besar-besar timnas mainnya cantik banget kayak tim tim epl wkkww keren-keren,Positif,0.017504824,0.26585963,0.7166356
"Gue nonton timnas dari jaman SD 2008an, akhir2 ini doang gaya mainnya bagus bener. Beda tipis ama emyu sekarang  Kalo STY cabut diganti pelatih indo yg jelek, progress timnas balik dari 0 lagi sih",gue menonton timnas jaman sd an doang gaya mainnya bagus beda tipis emyu sty cabut diganti pelatih indonesia jelek progress timnas,Negatif,0.026425451,0.7384072,0.23516732
"@indosupporter wdkowkdwk mainnya jelek, masih jagoan tim sma gua dulu dah kalo liat permainan 'timnas' kek gini. local pred local pred, makan noh local pred",wdkowkdwk mainnya jelek jagoan tim gua deh lihat permainan timnas kayak local pred local pred makan noh local pred,Negatif,0.008275799,0.95146424,0.040260043
@idextratime Itakura kalo di timnas mainnya libero apa ngga si?,itakura timnas mainnya libero apa-apa,Negatif,0.16046612,0.6901271,0.14940673
Half-time: Arab Saudi 0-0 Korea Selatan  Lebih meyakinkan mainnya timnas Indonesia ga sih  #Blibli @bliblidotcom,halftime arab saudi korea selatan mainnya timnas indonesia,Netral,0.933079,0.05318495,0.013736027
"@SiaranBolaLive fahkri husaini jadi pelatih timnas, fix timnas mainnya long ball long ball gak jelas lagi. terus banyak pemain titipan bung towel wkwkwkwkkw",fahkri husaini pelatih timnas fix timnas mainnya long ball long ball jelas-jelas pemain titipan towel wkwkwkwkkw,Negatif,0.35021448,0.5890903,0.06069521
"@idextratime @bliblidotcom boring gameplay. Katanya dua duanya calon juara, mainnya kayak tai. Masih mending gameplay timnas, pantesan knetz pada marah2 sama Klinsman dan minta STY balik",boring gameplay duanya calon juara mainnya kayak tahi mending gameplay timnas pantesan knetz marah klinsman sty,Negatif,0.05963574,0.82267725,0.11768696
"@ghozali0312 @indosupporter IS dulu pernah punya tim yg keren diantara semua kelompok umur timnas yakni u19 eranya Evan Dimas, smpe saat ini bhkn belum nemu lagi yg kyak gitu Mainnya pun bnyak bola pendek, squad pun dibentuk dri keliling nyari pemain, knpa skrng ngoyo ya? Apa mungkin bnyakan pemain titipan""",is tim keren-keren kelompok umur timnas eranya evan dimas nemu kayak mainnya bola pendek squad dibentuk keliling mencari pemain ngoyo apa-apa bnyakan pemain titipan,Negatif,0.3705851,0.46058404,0.16883087
